number,title,writer,is_open,body,comments
147,Passing > 1145 public inputs causes RangeError,themighty1,open,"This simple repro works with 1145, but not with 1146 elements
The error is
```

generating keypair...
/home/default2/Desktop/poseidon/snarkyjs/dist/server/node_bindings/snarky_js_node.bc.js:28740
      function symbol_bind(t,f){return caml_call2(_DU_,t,f)}
                                       ^

RangeError: Maximum call stack size exceeded
    at symbol_bind (/home/default2/Desktop/poseidon/snarkyjs/dist/server/node_bindings/snarky_js_node.bc.js:28740:40)
    at caml_call2 (/home/default2/Desktop/poseidon/snarkyjs/dist/server/node_bindings/snarky_js_node.bc.js:24686:28)
    at all_unit (/home/default2/Desktop/poseidon/snarkyjs/dist/server/node_bindings/snarky_js_node.bc.js:28772:18)
...
```
The code is
```

import {
    Field,
    Circuit,
    circuitMain,
    public_,
    isReady,
    CircuitValue,
    arrayProp,
  } from 'snarkyjs';
  
  // works with 1145 on my machine
   const count = 1146;

  class PublicInputs extends CircuitValue {
    @arrayProp(Field, count) fields: Field[];
  
    constructor(fields: Field[]) {
      super();
      this.fields = fields;
    }
  }

    class Main extends Circuit {
      @circuitMain
        static main(priv: Field, @public_ pub: PublicInputs) {
            // do something
      }
    }
      
  await isReady;
  
  const pub = new PublicInputs([...Array(count).fill(Field.one)]);

  console.log('generating keypair...');
  console.time('genKey');
  const kp = Main.generateKeypair();
  console.timeEnd('genKey');

  console.log('prove...');
  console.time('prove');
  const pi = Main.prove([Field.one], [pub], kp);
  console.timeEnd('prove');
  console.log('proof', pi);
  
  console.log('verify...');
  let ok = Main.verify([pub], kp.verificationKey(), pi);
  console.log('ok?', ok);
  
```

",[]
146,toBits<->ofBits causes Assert_failure,themighty1,closed,"I have a simple repro circuit where converting.toBits() and back with .ofBits() causes a failure:
```

import {
    Field,
    Circuit,
    circuitMain,
    public_,
    isReady,
  } from 'snarkyjs';
  
    class Main extends Circuit {
      @circuitMain
      static main(priv: Field, @public_ pub: Field) {
        const bits = priv.toBits();
        const field = Field.ofBits(bits);
        field.assertEquals(pub);
      }
    }
    
  await isReady;
  const one = Field.one;
  const kp = Main.generateKeypair();
  const pi = Main.prove([one], [one], kp);
  let ok = Main.verify([one], kp.verificationKey(), pi);
  
```

The error is:

```
node:internal/process/esm_loader:74
    internalBinding('errors').triggerUncaughtException(
                              ^
[
  0,
  [ 248, ai { t: 0, c: 'Assert_failure', l: 14 }, -10 ],
  [
    0,
    ai { t: 0, c: 'src/lib/snarky/src/base/snark0.ml', l: 33 },
    987,
    6
  ]
]
```
","[('mitschabaude', 'TODO: add this to a unit test')]"
145,Remove the `isSameAsFeePayer` option in `Party.createSigned`,mitschabaude,closed,,[]
144,Stack overflow when witness has 2048 elements,themighty1,open,"Hi, I was trying to prove pre-image of 1024 Field elements with this [gist](https://gist.github.com/themighty1/0254065bb7c9259751b648cfae99a015) and it worked fine.
However when I set the amount of Field elements to 2048 (on line 20), I get a stack oveflow error:

```
generating keypair...

node:internal/process/esm_loader:74
    internalBinding('errors').triggerUncaughtException(
                              ^
[
  0,
  [
    248,
    ai {
      t: 0,
      c: 'Snarky_backendless__Checked_runner.Runtime_error',
      l: 48
    },
    109
  ],
  ai {
    t: 0,
    c: 'Encountered an error while evaluating the checked computation:\n' +
      '  (""Stack overflow"")\n' +
      '\n' +
      'Label stack trace:\n' +
      '\n' +
      '\n' +
      '\n',
    l: 107
  },
  0,
  [ 248, ai { t: 0, c: 'Stack_overflow', l: 14 }, -8 ],
  ai { t: 9, c: '', l: 0 }
]

```

Is this something I'd have to work around by hashing chunks of 1024 elements? Or is it something that you could fix? Thanks.","[('mitschabaude', ""Love that your testing the boundaries! Let's ask someone who may know - @mrmr1993 @imeckler ideas?""), ('mitschabaude', ""Update: some quick initial poking into the issue didn't give any insight, will debug it later.\r\nI hope it's not too important for you to get it working @themighty1?""), ('themighty1', ""@mitschabaude , thanks a lot, no it's not a blocker for me, Im ok with hashing 1024-element chunks at a time."")]"
143,Proving hash pre-image with > 1 Field Element,themighty1,closed,"Hi, I was trying to modify ex00_preimage.ts to work with 2 Field elements.
Is > 1 Field element supported? I couldn't pass 2 elements to Main.Prove(), I was
getting an error:

```
node:internal/process/esm_loader:94
    internalBinding('errors').triggerUncaughtException(
                              ^
[
  0,
  [ 248, ai { t: 0, c: 'Js_of_ocaml__Js.Error', l: 21 }, 282 ],
  TypeError: typ.sizeInFields is not a function
      at /home/default2/Desktop/poseidon/snarkyjs/dist/server/index.js:741:50
      at Array.reduce (<anonymous>)
      at Object.sizeInFields (/home/default2/Desktop/poseidon/snarkyjs/dist/server/index.js:741:19)

```

Here's a minimal repro:

```
class Main extends Circuit {
  @circuitMain
  static main(preimage: Field[], @public_ hash: Field) {
    Poseidon.hash(preimage).assertEquals(hash);
  }
}

await isReady;
const kp = Main.generateKeypair();
const preimage = [Field.one, Field.one];
const hash = Poseidon.hash(preimage);
const pi = Main.prove(preimage, [hash], kp);
```

I would appreciate any pointers, thanks.","[('mitschabaude', ""To build complex private/public input shapes, you can extend `CircuitValue` and use the decorators `@prop` and `@arrayProp`:\r\n\r\n```ts\r\nawait isReady;\r\n\r\nclass TwoFields extends CircuitValue {\r\n  @arrayProp(Field, 2) fields: Field[];\r\n\r\n  constructor(fields: Field[]) {\r\n    super();\r\n    this.fields = fields;\r\n  }\r\n}\r\n\r\nclass Main extends Circuit {\r\n  @circuitMain\r\n  static main(preimage: TwoFields, @public_ hash: Field) {\r\n    Poseidon.hash(preimage.fields).assertEquals(hash);\r\n  }\r\n}\r\n\r\nconst kp = Main.generateKeypair();\r\nconst preimage = new TwoFields([Field.one, Field.one]);\r\nconst hash = Poseidon.hash(preimage.fields);\r\nconst pi = Main.prove([preimage], [hash], kp);\r\nlet ok = Main.verify([hash], kp.verificationKey(), pi);\r\nconsole.log('ok?', ok);\r\n```""), ('mitschabaude', 'we should probably have a helper for ""array of Fields / CircuitValues"" that doesn\'t require writing out the CircuitValue class')]"
141,Actually set the account precondition for on-chain state,mitschabaude,closed,,[]
139,Set up CI to ensure CLI examples & project template version match SnarkyJS version being published,jasongitmail,open,To prevent examples from falling out of date.,"[('mitschabaude', ""One idea to solve this would be: The examples live in snarkyjs and are tested in CI, and the CLI just copies them over from the snarkyjs version it has installed in node_modules. Not sure how brittle it is to explicitly rely on node_modules, maybe there's a better way. But this would also simplify iterating on these examples, which is currently super annoying, since in the CLI template directories, there is no linting and no simple way to just run something""), ('mitschabaude', 'Or maybe the cli should become a git submodule of snarkjys? Or of mina?')]"
138,[BUG]: Using minfied build options leads to a broken build,MartinMinkov,closed,"**Description**
When trying to build a release version of SnarkyJS and specifying minified options, the minified build seems to be broken. There is mention of 
```
Try calling \`await isReady\` before \`new ${t}()\``,pt=(t,e)=>`Cannot call static method because snarkyjs has not finished loading.
``` 
in the resulting `index.js` file that is created. This leads to weird and broken behavior when using SnarkyJS. 

**To build a minified version:**
1. Make sure you are on a branch that has the latest build deployed (`0.3.0`) -- branch `feature/deploy-txn`
2. Run `npm run build`
3. Run `NODE_ENV=production node --stack-trace-limit=100 src/build/buildNode.mjs --bindings=./dist/server/node_bindings/`

This results in the built SnarkyJS code having the error described above. It can be examined at `dist/server/index.js`

This leads to weird behavior when interacting with the `compile` and `deploy` methods. ","[('mitschabaude', 'Another data point: I tried the latest published snarkyjs (0.3.3) in a simple project with the simple_zkapp examples (which includes running `compile`), and everything works fine.\n\nMy new hypothesis is that in the zkapp cli, snarkyjs is loaded twice somehow, and for one of the versions, `await isReady` is not called. Or, something else is special in that environment that breaks it.'), ('mitschabaude', 'This is resolved - it had nothing to do with the minified build, after all, but with the fact that two instances of snarkyjs were present')]"
136,Make address a variable in zkapp circuits,mitschabaude,closed,"This will make the `compile` interface not depend on the address, which seems cleaner",[]
135,Make address a variable in zkapp circuits,mitschabaude,closed,"This will make the `compile` interface not depend on the address, which seems cleaner
",[]
134,Get rid of global variables for parties construction,mitschabaude,closed,"Currently we have `currentTransaction` and `mainContext`, global variables which record what is done to parties while running user code.

This creates some fragility: For example, right now, it is probably not safe to run multiple (async) provers concurrently.
This is why we have to stop developers with errors from doing so (https://github.com/o1-labs/snarkyjs/pull/123/commits/84a014996eaadf157dd7fc890b5e36fc51993f74).

Can we get rid of these global variables and have a more scoped way of keeping track of parties construction?
","[('mitschabaude', 'Yes - we can get rid of global variables using the `handler` / `request` mechanism of `snarky`. It allows us to define a custom environment for each prover, thus enabling to run multiple ones in parallel'), ('mitschabaude', ""No - snarky's handler / request mechanism is itself based on global variables, we should handle this with care on the JS side instead of relying on snarky which was written for an environment where the async execution model is different"")]"
132,Unify types in snarky.d.ts and party.ts,mitschabaude,closed,things like `Party` vs `Party_` etc,[]
131,Error when running some examples,themighty1,closed,"Hi, on node v17.0.1, all examples work well except
./run src/examples/ex00_preimage.ts and
./run src/examples/ex01_small_preimage.ts

The error is:

generating keypair...
prove...
(PolyDivision)
wasm://wasm/0092e2ea:1


RuntimeError: unreachable
    at wasm://wasm/0092e2ea:wasm-function[667]:0x1c350b
    at wasm://wasm/0092e2ea:wasm-function[1660]:0x235a5d
    at wasm://wasm/0092e2ea:wasm-function[339]:0x124e49
    at Object.module.exports.caml_pasta_fp_plonk_proof_create (/home/default2/Desktop/poseidon/snarkyjs/dist/server/node_bindings/plonk_wasm.js:1133:20)
    at Object.m4 [as caml_pasta_fp_plonk_proof_create] (/home/default2/Desktop/poseidon/snarkyjs/dist/server/node_bindings/snarky_js_node.bc.js:2338:5)
    at /home/default2/Desktop/poseidon/snarkyjs/dist/server/node_bindings/snarky_js_node.bc.js:311585:33
    at caml_call4 (/home/default2/Desktop/poseidon/snarkyjs/dist/server/node_bindings/snarky_js_node.bc.js:281446:16)
    at create_aux (/home/default2/Desktop/poseidon/snarkyjs/dist/server/node_bindings/snarky_js_node.bc.js:311569:14)
    at create$1 (/home/default2/Desktop/poseidon/snarkyjs/dist/server/node_bindings/snarky_js_node.bc.js:311583:14)
    at caml_call5 (/home/default2/Desktop/poseidon/snarkyjs/dist/server/node_bindings/snarky_js_node.bc.js:267646:16)
    at create$2 (/home/default2/Desktop/poseidon/snarkyjs/dist/server/node_bindings/snarky_js_node.bc.js:272275:14)
    at caml_call4 (/home/default2/Desktop/poseidon/snarkyjs/dist/server/node_bindings/snarky_js_node.bc.js:799487:16)
    at _cP_ (/home/default2/Desktop/poseidon/snarkyjs/dist/server/node_bindings/snarky_js_node.bc.js:801591:16)
    at caml_call1 (/home/default2/Desktop/poseidon/snarkyjs/dist/server/node_bindings/snarky_js_node.bc.js:166370:28)
    at /home/default2/Desktop/poseidon/snarkyjs/dist/server/node_bindings/snarky_js_node.bc.js:176348:27
    at caml_call2 (/home/default2/Desktop/poseidon/snarkyjs/dist/server/node_bindings/snarky_js_node.bc.js:166372:28)
    at go (/home/default2/Desktop/poseidon/snarkyjs/dist/server/node_bindings/snarky_js_node.bc.js:176321:18)
    at /home/default2/Desktop/poseidon/snarkyjs/dist/server/node_bindings/snarky_js_node.bc.js:176320:22
    at am (/home/default2/Desktop/poseidon/snarkyjs/dist/server/node_bindings/snarky_js_node.bc.js:491:39)
    at am (/home/default2/Desktop/poseidon/snarkyjs/dist/server/node_bindings/snarky_js_node.bc.js:492:15)
    at /home/default2/Desktop/poseidon/snarkyjs/dist/server/node_bindings/snarky_js_node.bc.js:497:62
    at am (/home/default2/Desktop/poseidon/snarkyjs/dist/server/node_bindings/snarky_js_node.bc.js:490:32)
    at Object.am [as caml_call_gen] (/home/default2/Desktop/poseidon/snarkyjs/dist/server/node_bindings/snarky_js_node.bc.js:492:15)
    at caml_call5 (/home/default2/Desktop/poseidon/snarkyjs/dist/server/node_bindings/snarky_js_node.bc.js:799492:24)
    at prove (/home/default2/Desktop/poseidon/snarkyjs/dist/server/node_bindings/snarky_js_node.bc.js:801597:16)
    at /home/default2/Desktop/poseidon/snarkyjs/dist/server/node_bindings/snarky_js_node.bc.js:801688:38
    at am (/home/default2/Desktop/poseidon/snarkyjs/dist/server/node_bindings/snarky_js_node.bc.js:491:39)
    at Function.<anonymous> (/home/default2/Desktop/poseidon/snarkyjs/dist/server/node_bindings/snarky_js_node.bc.js:1414:40)
    at Function.Class.<computed> [as prove] (/home/default2/Desktop/poseidon/snarkyjs/dist/server/index.js:53:52)
    at file:///home/default2/Desktop/poseidon/snarkyjs/src/examples/ex00_preimage.tmp.mjs:24:15

Node.js v17.0.1

","[('mitschabaude', 'Hi @themighty1, this is an error that used to happen in an earlier version of snarkyjs. Could you check your version? It should work on 0.3.0, but is expected to fail on earlier versions '), ('themighty1', ""Thanks @mitschabaude , mine is 0.2.2 - it's the version from the master branch. Is there a different repo with v0.3.0 ? ""), ('mitschabaude', ""There's no different repo :D Version 0.3.0 was published from a branch called [feature/deploy-txn](https://github.com/o1-labs/snarkyjs/commits/feature/deploy-txn), which was subsequently split up into [multiple PRs](https://github.com/o1-labs/snarkyjs/pulls), which are currently being reviewed by the team and will be merged to the main branch within the next 1-2 weeks.""), ('themighty1', 'Thanks for the heads up. Looking forward to the release. Im really impressed by how the code is well-organized and meticulously reviewed. Good work.'), ('themighty1', 'Thanks, works with 0.3.1')]"
130,All SnarkyJS errors should be very clear and include references to learn more,bkase,open,"Error messages typically use jargon that beginners may be unfamiliar with. All errors should be sufficiently detailed to explain exactly what is going on to someone with no context -- this may include a reference link to documentation to learn more.

Draw inspiration from Elm/Rust errors messages","[('bkase', 'I think this entails creating our own custom `Error` wrapper so formatting can be consistent as well')]"
129,Implement the `Mina` interface for QAnet interactions,mitschabaude,closed,"Analogous to the existing `LocalBlockchain` which implements `Mina`, we need to create an interface for interacting with a real, deployed network. For now, this will be the Berkeley QANet.
",[]
128,Add ES Lint rule: to avoid default export ,jasongitmail,closed,To warn against using export default and instruct devs to use a named export for all smart contract classes.,"[('MartinMinkov', 'PR for this here: https://github.com/o1-labs/eslint-plugin-snarkyjs/pull/6'), ('jasongitmail', 'Awesome. Thanks @MartinMinkov! \r\n\r\n@ymekuria could you review this please? '), ('ymekuria', 'This looks great @MartinMinkov. I reviewed and approved this pr https://github.com/o1-labs/eslint-plugin-snarkyjs/pull/6. ')]"
127,Bug: Custom CircuitValue inside onchain state causes crash,mitschabaude,closed,https://github.com/mana-of-mina/mana/blob/5133185f988b409067bb9f4c4b71ee91f9ef13f6/src/registry-zkapp.ts#L98,[]
114,Take into account previous parties in the same transaction when setting account preconditions,mitschabaude,open,"Currently, there are [issues](https://github.com/o1-labs/snarkyjs/issues/52) and custom workarounds for setting the correct nonce precondition in the case one account has multiple nonce-incrementing parties within one transaction. The original plan of just using a nonce fetched from an API doesn't work - the precondition has to be incremented according to previous parties.

The same is probably true of other account preconditions. Therefore, we should devise a general system for keeping track of account updates within one transaction. After the [account state cache](https://github.com/o1-labs/snarkyjs/issues/113) is integrated, we should add an additional data structure which keeps track of updates to that account states at the ""current state"" of the current transaction -- which can be used when setting preconditions.",[]
113,Integrate account fetching into SmartContracts,mitschabaude,closed,"* Use the existing fetch methods magically within `createTransaction` and similar places to fetch account state from an API
* Add a cache to store existing fetch results in
* Refactor createTransaction, such that it either uses account state from the cache, or marks it as ""to be fetched"" (not fetch it directly!). For proof transactions, this enables us to first run it ""test mode"", then asynchronously fetch the missing data, then run it again (with all the data available) inside the synchronous prover. For non-proof transactions, there can be a simple async wrapper that does those three steps in sequence.
* Expose a method to explicitly populate the cache with arbitrary data, for testing scenarios / optional fine-grained control over where the data comes from (e.g. from disk instead of from an API).

Small TODO which should be enabled by this:
* Add nonce precondition to _all_ signed parties - currently only done in `createSigned`",[]
110,Make snarkyjs ready for publishing 0.3,mitschabaude,closed,"* [x] Merge changes in master
* [x] Enable more than one `@method` https://github.com/MinaProtocol/mina/issues/10724
* [x] Make old mock API work again
* Other clean-up work",[]
109,Add floats and exponentiation,mitschabaude,open,,[]
108,[Feature Request] Enable an ABI in JSON to describe inputs on methods,MartinMinkov,open,"**Description**
Create a `Application Binary Interface` (ABI) that describes the inputs of zkapp methods. This can be formatted in JSON.

An example of an implementation is the Ethereum's ABI when compiling a smart contract:
https://docs.soliditylang.org/en/v0.5.3/abi-spec.html",[]
107,OCaml Pickles proof splitting (max-branching=configurable),bkase,closed,,"[('mitschabaude', 'closing, duplicate of https://github.com/MinaProtocol/mina/issues/10716')]"
104,Create good API for proving,jasongitmail,closed,"EDIT (gregor):

* Just *call* methods inside transaction blocks to trigger (lazy?) proof creation
* Have an option like `proofLevel: ""none""` to skip creating proofs (use dummy proofs) in the mock interface. Should also be recognize during deploy to add a dummy verification program.",[]
103,Ensure a tx relayer is set up (to receive deploy tx's & zkApp user interaction tx's),jasongitmail,closed,,"[('mitschabaude', 'this is done - we have https://proxy.berkeley.minaexplorer.com/graphql')]"
102,Deploy a zkApp,jasongitmail,closed,,"[('jasongitmail', 'This was an epic on Zenhub now tracked elsewhere. Closing')]"
101,UInt64.lt Bug,frisitano,closed,"There appears to be a bug on UInt64 implementation. When we execute `value.lt(otherValue)` when `otherValue > value` we receive an error.

How to recreate:
```
import { Field, isReady, shutdown, UInt64 } from ""snarkyjs"";

const main = async () => {
    await isReady;
    const value1 = new UInt64(new Field(""5000""));
    const value2 = new UInt64(new Field(""10000""));
    value1.lt(value2);
}

Promise.resolve()
    .then(async () => await main())

shutdown();
```

Error:
```
Error: rangeCheckHelper: Expected 28948022309329048855892746252171976963363056481941560715954676764349967625337 to fit in 64 bits
```","[('mitschabaude', 'Thanks for reporting - will check it out'), ('mitschabaude', 'I found this TODO comment which I think explains the bug:\r\nhttps://github.com/MinaProtocol/mina/blob/feature/snarky-js-minimal/src/lib/snarky_js_bindings/lib/snarky_js_bindings_lib.ml#L278'), ('mitschabaude', 'This is fixed by https://github.com/o1-labs/snarkyjs/pull/307!')]"
100,Make Field.random() less error-prone,mitschabaude,open,"It returns a random constant, which is definitely not what you want inside a circuit

The question is, how should a clearer API look like? It could be that Field.random() just creates a new witness whenever it's called inside the circuit.
","[('mitschabaude', 'relevant for splitting Field into Constant / Variable\n\nhttps://github.com/o1-labs/snarkyjs/issues/669')]"
98,Ensure that the zk app circuits generated by @method have all the proper constraints needed,bkase,closed,"Not needed for end-to-end testing, but important for release","[('mitschabaude', 'Possible dependency: https://github.com/MinaProtocol/mina/issues/10747\nto enable us to build up the correct proof statements to constrain')]"
97,Make an example zk app where SnarkyJS generates deploy/user transactions,bkase,closed,"For testing purposes

Ensure that all the data fields of the transaction are filled out properly

Make sure that SnarkyJS is capable of (optionally) signing itself AND that we could optionally hand it to Mina Signer","[('mitschabaude', 'Mostly done, TODO for today is adding the signing capability to snarkyjs\nNot sure if in scope, but another TODO is getting the zkapp to be accepted by the internal mock mina interface as a sanity check'), ('mitschabaude', 'I consider this closed with https://github.com/MinaProtocol/mina/pull/10674 merged')]"
96,Test issue,jasongitmail,closed,,[]
95,Encryption & decryption using Mina's curve,jasongitmail,closed,,"[('mitschabaude', 'Done, published in snarkyjs 0.2.2')]"
94,GraphQL Server endpoint for automated parties schemas,bkase,closed,,[]
